
01.01.01,90,01,00,00,00,00,00,'01 01.01.01'
01.01.02,90,01,00,00,00,00,00,'01 01.01.02'
01.01.03,90,01,00,00,00,00,00,'01 01.01.03'
01.01.04,90,01,00,00,00,00,00,'01 01.01.04'
01.01.05,90,01,00,00,00,00,00,'01 01.01.05'
01.01.06,90,01,00,00,00,00,00,'01 01.01.06'
01.01.07,90,01,00,00,00,00,00,'01 01.01.07'
01.01.08,90,01,00,00,00,00,00,'01 01.01.08'
01.01.09,90,01,00,00,00,00,00,'01 01.01.09'
01.01.10,90,01,00,00,00,00,00,'01 01.01.10'
01.01.11,90,01,00,00,00,00,00,'01 01.01.11'
01.01.12,90,01,00,00,00,00,00,'01 01.01.12'
01.01.13,90,01,00,00,00,00,00,'01 01.01.13'
01.01.14,90,01,00,00,00,00,00,'01 01.01.14'
01.01.15,90,01,00,00,00,00,00,'01 01.01.15'
01.01.16,90,01,00,00,00,00,00,'01 01.01.16'
01.01.17,90,01,00,00,00,00,00,'01 01.01.17'
01.01.18,90,01,00,00,00,00,01,'01 01.01.18'
01.01.19,90,01,00,00,00,00,01,'01 01.01.19'
01.01.20,90,01,00,00,00,00,01,'01 01.01.20'
01.01.21,90,01,00,00,00,00,00,'01 01.01.21'
01.01.22,90,01,00,00,00,00,01,'01 01.01.22'
01.01.23,90,01,00,00,00,00,01,'01 01.01.23'
01.01.24,90,01,00,00,00,00,01,'01 01.01.24'
01.01.25,90,01,00,00,00,00,00,'01 01.01.25'
01.01.26,90,01,00,00,00,00,01,'01 01.01.26'
01.01.27,90,01,00,00,00,00,01,'01 01.01.27'
01.01.28,90,01,00,00,00,00,01,'01 01.01.28'
01.01.29,90,01,00,00,00,00,00,'01 01.01.29'
01.01.30,90,01,00,00,00,00,01,'01 01.01.30'
01.01.31,90,01,00,00,00,00,01,'01 01.01.31'
01.01.32,90,01,00,00,00,00,01,'01 01.01.32'
01.01.33,90,01,00,00,00,00,00,'01 01.01.33'
01.01.34,90,01,00,00,00,00,00,'01 01.01.34'
01.01.35,90,01,00,01,00,00,00,'01 01.01.35'
01.01.36,90,01,00,00,00,00,00,'01 01.01.36'
01.01.37,90,01,00,00,00,00,00,'01 01.01.37'
