01.01.01,97,01,00,00,00,00,01,'25.28 01.01.01'
01.01.05,97,01,00,00,00,00,01,'25.28 01.01.05'
01.01.09,97,01,00,00,00,00,01,'25.28 01.01.09'
01.01.13,97,01,00,00,00,00,01,'25.28 01.01.13'
01.01.17,97,01,00,00,00,00,01,'25.28 01.01.17'
01.01.21,97,01,00,00,00,00,01,'25.28 01.01.21'
01.01.25,97,01,00,00,00,00,01,'25.28 01.01.25'
01.01.29,97,01,00,00,00,00,01,'25.28 01.01.29'
01.01.33,97,01,00,00,00,00,01,'25.28 01.01.33'
01.01.37,97,01,00,00,00,00,01,'25.28 01.01.37'
01.01.41,97,01,00,00,00,00,01,'25.28 01.01.41'
01.01.45,97,01,00,00,00,00,01,'25.28 01.01.45'
01.01.49,106,01,00,00,00,00,01,'25.28 01.01.49'
01.01.50,90,01,00,00,00,00,01,'25.28 01.01.50'
01.01.51,90,01,00,00,00,00,01,'25.28 01.01.51'
01.01.52,90,01,00,00,00,00,01,'25.28 01.01.52'
01.01.53,97,01,00,00,00,00,01,'25.28 01.01.53'
01.01.57,97,01,00,00,00,00,01,'25.28 01.01.57'
01.01.61,97,01,00,00,00,00,01,'25.28 01.01.61'
01.01.65,97,01,00,00,00,00,01,'25.28 01.01.65'
01.01.69,97,01,00,00,00,00,01,'25.28 01.01.69'
01.01.73,97,01,00,00,00,00,01,'25.28 01.01.73'
01.01.77,97,01,00,00,00,00,01,'25.28 01.01.77'
01.01.81,97,01,00,00,00,00,01,'25.28 01.01.81'
01.01.85,90,01,00,00,00,00,01,'25.28 01.01.85'
01.01.86,90,01,00,00,00,00,01,'25.28 01.01.86'
01.01.87,90,01,00,00,00,00,01,'25.28 01.01.87'
01.01.88,90,01,00,00,00,00,01,'25.28 01.01.88'
01.01.89,97,01,00,00,00,00,01,'25.28 01.01.89'
01.01.93,97,01,00,00,00,00,01,'25.28 01.01.93'
01.02.01,97,01,00,00,00,00,01,'25.28 01.02.01'
01.02.05,97,01,00,00,00,00,01,'25.28 01.02.05'
01.02.09,90,01,00,00,00,00,01,'25.28 01.02.09'
01.02.10,90,01,00,00,00,00,01,'25.28 01.02.10'
01.02.11,90,01,00,00,00,00,01,'25.28 01.02.11'
01.02.12,90,01,00,00,00,00,01,'25.28 01.02.12'
01.02.13,90,01,00,00,00,00,01,'25.28 01.02.13'
01.02.14,90,01,00,00,00,00,01,'25.28 01.02.14'
01.02.15,90,01,00,00,00,00,01,'25.28 01.02.15'
01.02.16,90,01,00,00,00,00,01,'25.28 01.02.16'
01.02.17,97,01,00,00,00,00,01,'25.28 01.02.17'
01.02.21,97,01,00,00,00,00,01,'25.28 01.02.21'
01.02.25,97,01,00,00,00,00,01,'25.28 01.02.25'
01.02.29,97,01,00,00,00,00,01,'25.28 01.02.29'
01.02.33,79,01,00,00,00,00,01,'25.28 01.02.33'
01.02.34,79,01,00,00,00,00,01,'25.28 01.02.34'
01.02.35,79,01,00,00,00,00,01,'25.28 01.02.35'
01.02.36,79,01,00,00,00,00,01,'25.28 01.02.36'
01.02.37,97,01,00,00,00,00,01,'25.28 01.02.37'
01.02.41,97,01,00,00,00,00,01,'25.28 01.02.41'
01.02.45,97,01,00,00,00,00,01,'25.28 01.02.45'
01.02.49,90,01,00,00,00,00,01,'25.28 01.02.49'
01.02.50,90,01,00,00,00,00,01,'25.28 01.02.50'
01.02.51,90,01,00,00,00,00,01,'25.28 01.02.51'
01.02.52,90,01,00,00,00,00,01,'25.28 01.02.52'
01.02.53,97,01,00,00,00,00,01,'25.28 01.02.53'
01.02.57,90,02,00,00,00,00,00,'25.28 01.02.57'
01.02.58,90,08,00,00,00,00,00,'25.28 01.02.58'
01.02.59,90,01,00,00,00,00,01,'25.28 01.02.59'
01.02.60,90,01,00,00,00,00,01,'25.28 01.02.60'
01.02.61,97,01,00,00,00,00,01,'25.28 01.02.61'
01.02.65,97,01,00,00,00,00,01,'25.28 01.02.65'
01.02.69,97,01,00,00,00,00,01,'25.28 01.02.69'
01.02.73,97,01,00,00,00,00,01,'25.28 01.02.73'
01.02.77,90,01,00,00,00,00,01,'25.28 01.02.77'
01.02.78,90,01,00,00,00,00,01,'25.28 01.02.78'
01.02.79,90,01,00,00,00,00,01,'25.28 01.02.79'
01.02.80,90,01,00,00,00,00,01,'25.28 01.02.80'
01.02.81,97,01,00,00,00,00,01,'25.28 01.02.81'
01.02.85,97,01,00,00,00,00,01,'25.28 01.02.85'
01.02.89,90,01,00,00,06,00,01,'25.2801.02.89'
01.02.90,90,01,00,00,00,06,01,'25.2801.02.90'
01.02.91,90,01,00,00,00,00,01,'25.2801.02.91'
01.02.92,90,01,00,00,00,00,01,'25.28 01.02.92'
01.02.93,90,01,01,00,00,00,01,'25.28 01.02.93'
01.02.94,90,01,00,00,00,00,01,'25.28 01.02.94'
01.02.95,90,01,00,00,00,00,01,'25.28 01.02.95'
01.02.96,90,01,00,00,00,00,01,'25.28 01.02.96'
01.03.01,97,01,00,00,00,00,01,'25.28 01.03.01'
01.03.05,97,01,00,00,00,00,01,'25.28 01.03.05'
01.03.09,90,01,00,00,00,00,01,'25.28 01.03.09'
01.03.10,90,01,00,00,00,00,01,'25.28 01.03.10'
01.03.11,90,01,00,00,00,00,01,'25.28 01.03.11'
01.03.12,90,01,00,00,00,00,01,'25.28 01.03.12'
01.03.13,97,01,00,00,00,00,01,'25.28 01.03.13'
01.03.17,97,01,00,00,00,00,01,'25.28 01.03.17'
01.03.21,97,01,00,00,00,00,01,'25.28 01.03.21'
01.03.25,97,01,00,00,00,00,01,'25.28 01.03.25'
01.03.29,97,01,00,00,00,00,01,'25.28 01.03.29'
01.03.33,97,01,00,00,00,00,01,'25.28 01.03.33'
01.03.37,90,02,00,00,00,00,00,'25.28 01.03.37'
01.03.38,90,02,00,00,00,00,01,'25.28 01.03.38'
01.03.39,90,02,00,00,00,00,01,'25.28 01.03.39'
01.03.40,90,02,00,00,00,00,01,'25.28 01.03.40'
01.03.41,97,01,00,00,00,00,00,'25.28 01.03.41'
01.03.45,106,16,00,00,00,00,01,'25.28 01.03.45'
01.03.46,104,16,00,00,00,00,01,'25.28 01.03.46'
01.03.47,104,16,00,00,00,00,01,'25.28 01.03.47'
01.03.48,90,16,00,00,00,00,01,'25.28 01.03.48'
01.03.49,106,01,00,00,00,00,01,'25.28 01.03.49'
01.03.50,104,01,00,00,00,00,01,'25.28 01.03.50'
01.03.51,105,01,00,00,00,00,01,'25.28 01.03.51'
01.03.52,105,01,00,00,00,00,01,'25.28 01.03.52'
01.03.53,81,01,00,00,00,00,01,'25.28 01.03.53'
01.03.57,106,01,00,00,00,00,01,'25.28 01.03.57'
01.03.58,104,01,00,00,00,00,01,'25.28 01.03.58'
01.03.59,90,01,00,00,00,00,01,'25.28 01.03.59'
01.03.60,90,01,00,00,00,00,01,'25.28 01.03.60'
01.03.61,97,01,00,00,00,00,01,'25.28 01.03.61'
01.03.65,97,01,00,00,00,00,01,'25.28 01.03.65'
01.03.69,97,16,00,00,00,00,01,'25.28 01.03.69'
01.03.73,97,01,00,00,00,00,01,'25.28 01.03.73'
01.03.77,97,16,00,00,00,00,01,'25.28 01.03.77'
01.03.81,97,01,00,00,00,00,01,'25.28 01.03.81'
01.03.85,90,01,00,00,00,00,01,'25.28 01.03.85'
01.03.86,90,01,00,00,00,00,01,'25.28 01.03.86'
01.03.87,90,01,00,00,00,00,01,'25.28 01.03.87'
01.03.88,90,01,00,00,00,00,01,'25.28 01.03.88'
01.03.89,90,01,00,00,00,00,01,'25.28 01.03.89'
01.03.90,90,01,00,00,00,00,01,'25.28 01.03.90'
01.03.91,90,08,00,00,00,00,00,'25.28 01.03.91'
01.03.92,90,02,00,00,00,00,00,'25.28 01.03.92'
01.03.93,90,01,00,00,00,00,01,'25.28 01.03.93'
01.03.94,90,01,00,00,00,00,01,'25.28 01.03.94'
01.03.95,90,01,00,00,00,00,01,'25.28 01.03.95'
01.03.96,90,01,00,00,00,00,01,'25.28 01.03.96'

